policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P505713,C105713,Collision,6,1671.13,2023
P505714,C105714,Collision,1,1691.36,2022
P505715,C105715,Collision,1,753.79,2023
P505716,C105716,Liability,8,1055.63,2024
P505717,C105717,Liability,2,714.19,2022
P505718,C105718,Comprehensive,11,2468.93,2022
P505719,C105719,Collision,3,1606.09,2023
P505720,C105720,Comprehensive,7,2463.4,2023
P505721,C105721,Collision,7,1773.5,2023
P505722,C105722,Liability,12,588.05,2021
P505723,C105723,Liability,5,1119.54,2023
P505724,C105724,Comprehensive,5,1590.42,2024
P505725,C105725,Liability,6,827.93,2024
P505726,C105726,Liability,10,777.11,2023
P505727,C105727,Collision,2,2278.08,2022
P505728,C105728,Comprehensive,4,2649.02,2023
P505729,C105729,Collision,5,1093.28,2024
P505730,C105730,Liability,1,1158.72,2021
P505731,C105731,Comprehensive,4,1892.13,2023
P505732,C105732,Comprehensive,7,1985.9,2023
P505733,C105733,Comprehensive,2,1863.3,2023
P505734,C105734,Liability,9,645.48,2023
P505735,C105735,Comprehensive,6,1640.17,2021
P505736,C105736,Collision,11,1189.56,2021
P505737,C105737,Liability,11,1049.33,2021
P505738,C105738,Collision,15,1764.34,2023
P505739,C105739,Comprehensive,6,2941.9,2023
P505740,C105740,Collision,8,1173.53,2021
P505741,C105741,Liability,6,1209.4,2023
P505742,C105742,Liability,4,897.69,2024
P505743,C105743,Collision,5,1507.19,2021
P505744,C105744,Comprehensive,3,2378.9,2021
P505745,C105745,Liability,2,1074.56,2022
P505746,C105746,Liability,5,867.75,2023
P505747,C105747,Comprehensive,6,1895.94,2024
P505748,C105748,Comprehensive,4,1798.17,2021
P505749,C105749,Comprehensive,4,2714.67,2024
P505750,C105750,Liability,15,1404.49,2022
P505751,C105751,Comprehensive,4,1221.9,2024
P505752,C105752,Collision,2,1213.52,2024
P505753,C105753,Collision,5,1351.77,2023
P505754,C105754,Collision,5,1655.08,2022
P505755,C105755,Comprehensive,5,1797.13,2021
P505756,C105756,Liability,6,1324.96,2021
P505757,C105757,Comprehensive,4,1964.52,2022
P505758,C105758,Comprehensive,3,1465.2,2024
P505759,C105759,Comprehensive,1,1939.28,2023
P505760,C105760,Collision,2,1560.22,2023
P505761,C105761,Collision,7,1234.71,2021
P505762,C105762,Liability,15,978.59,2021
P505763,C105763,Collision,3,1623.89,2024
P505764,C105764,Liability,4,1215.25,2023
P505765,C105765,Collision,5,1478.77,2024
P505766,C105766,Comprehensive,18,1472.75,2023
P505767,C105767,Comprehensive,5,1507.16,2021
P505768,C105768,Collision,19,1966.88,2024
P505769,C105769,Collision,1,932.87,2024
P505770,C105770,Collision,1,1697.89,2023
P505771,C105771,Comprehensive,13,2589.59,2021
P505772,C105772,Liability,2,962.93,2023
P505773,C105773,Collision,4,1466.41,2024
P505774,C105774,Liability,4,962.88,2024
P505775,C105775,Comprehensive,1,1702.4,2024
P505776,C105776,Collision,5,1176.46,2024
P505777,C105777,Comprehensive,22,2046.68,2022
P505778,C105778,Comprehensive,10,2473.31,2024
P505779,C105779,Comprehensive,2,1601.14,2023
P505780,C105780,Collision,1,980.9,2022
P505781,C105781,Comprehensive,8,2117.17,2024
P505782,C105782,Collision,15,1641.92,2022
P505783,C105783,Collision,19,1459.97,2023
P505784,C105784,Collision,7,1130.27,2022
P505785,C105785,Collision,1,1379.14,2022
P505786,C105786,Liability,7,695.01,2021
P505787,C105787,Collision,2,1584.02,2021
P505788,C105788,Comprehensive,6,3184.22,2022
P505789,C105789,Liability,9,826.24,2023
P505790,C105790,Liability,3,850.36,2023
P505791,C105791,Comprehensive,12,1683.05,2024
P505792,C105792,Comprehensive,5,1609.04,2024
P505793,C105793,Liability,4,747.01,2021
P505794,C105794,Collision,3,2180.53,2022
P505795,C105795,Collision,8,2052.69,2021
P505796,C105796,Liability,8,1138.07,2023
P505797,C105797,Liability,0,817.67,2024
P505798,C105798,Liability,13,1403.99,2021
P505799,C105799,Collision,4,1110.36,2024
P505800,C105800,Collision,6,1789.08,2021
P505801,C105801,Collision,4,1965.8,2023
P505802,C105802,Liability,7,975.86,2024
P505803,C105803,Liability,9,1293.36,2024
P505804,C105804,Collision,5,1205.32,2022
P505805,C105805,Comprehensive,4,1201.09,2021
P505806,C105806,Comprehensive,5,1478.15,2023
P505807,C105807,Liability,7,641.59,2023
P505808,C105808,Liability,5,1140.07,2023
P505809,C105809,Comprehensive,7,2844.31,2023
P505810,C105810,Collision,6,1372.22,2021
P505811,C105811,Collision,5,1040.97,2021
P505812,C105812,Comprehensive,5,2815.47,2024
P505813,C105813,Collision,5,1283.34,2022
P505814,C105814,Collision,4,1355.8,2023
P505815,C105815,Collision,3,1498.92,2021
P505816,C105816,Collision,4,2183.78,2021
P505817,C105817,Liability,5,701.91,2023
P505818,C105818,Liability,8,1293.86,2022
P505819,C105819,Collision,9,1604.03,2022
P505820,C105820,Liability,14,1806.08,2024
P505821,C105821,Liability,7,1096.77,2024
P505822,C105822,Collision,1,1255.69,2022
P505823,C105823,Collision,5,1463.91,2023
P505824,C105824,Liability,5,952.48,2021
P505825,C105825,Comprehensive,4,1294.11,2021
P505826,C105826,Liability,1,580.8,2021
P505827,C105827,Comprehensive,8,2243.63,2021
P505828,C105828,Comprehensive,6,1788.18,2023
P505829,C105829,Liability,4,969.65,2021
P505830,C105830,Liability,2,1066.16,2022
P505831,C105831,Liability,5,1054.32,2022
P505832,C105832,Comprehensive,21,2670.35,2023
P505833,C105833,Comprehensive,6,2551.16,2024
P505834,C105834,Collision,5,1333.39,2022
P505835,C105835,Comprehensive,2,2023.72,2022
P505836,C105836,Comprehensive,7,1175.5,2021
P505837,C105837,Collision,4,950.59,2024
P505838,C105838,Comprehensive,8,1995.07,2024
P505839,C105839,Collision,1,1091.73,2022
P505840,C105840,Collision,2,977.79,2021
P505841,C105841,Comprehensive,3,2097.24,2023
P505842,C105842,Comprehensive,4,1605.11,2021
P505843,C105843,Collision,13,1305.39,2021
P505844,C105844,Collision,11,976.03,2022
P505845,C105845,Liability,7,839.44,2023
P505846,C105846,Liability,2,1081.45,2024
P505847,C105847,Collision,2,1750.45,2022
P505848,C105848,Collision,10,1887.11,2023
P505849,C105849,Liability,4,927.77,2023
P505850,C105850,Liability,3,2135.57,2024
P505851,C105851,Liability,4,1075.42,2024
P505852,C105852,Comprehensive,5,2042.89,2022
P505853,C105853,Collision,6,1562.01,2022
P505854,C105854,Liability,5,853.38,2024
P505855,C105855,Collision,1,2234.01,2023
P505856,C105856,Collision,6,1220.98,2021
P505857,C105857,Collision,7,1337.05,2023
P505858,C105858,Comprehensive,6,1881.1,2023
P505859,C105859,Collision,5,1680.08,2024
P505860,C105860,Liability,2,594.2,2024
P505861,C105861,Comprehensive,1,1451.49,2022
P505862,C105862,Liability,4,1418.04,2023
P505863,C105863,Comprehensive,8,1730.07,2022
P505864,C105864,Comprehensive,3,1276.7,2022
P505865,C105865,Collision,25,2618.43,2023
P505866,C105866,Comprehensive,10,2800.79,2023
P505867,C105867,Comprehensive,4,1741.79,2021
P505868,C105868,Comprehensive,4,1863.96,2024
P505869,C105869,Liability,4,959.12,2024
P505870,C105870,Liability,5,1258.41,2021
P505871,C105871,Collision,2,935.63,2021
P505872,C105872,Collision,3,1015.01,2023
P505873,C105873,Collision,13,1559.77,2024
P505874,C105874,Liability,7,1176.15,2021
P505875,C105875,Collision,4,1507.78,2024
P505876,C105876,Liability,7,640.07,2024
P505877,C105877,Collision,4,2010.14,2024
P505878,C105878,Liability,9,1190.91,2023
P505879,C105879,Collision,16,1297.24,2024
P505880,C105880,Collision,5,1619.97,2021
P505881,C105881,Collision,2,1319.33,2024
P505882,C105882,Liability,2,1059.14,2023
P505883,C105883,Collision,10,1185.58,2022
P505884,C105884,Liability,16,1542.01,2024
P505885,C105885,Liability,3,762.95,2024
P505886,C105886,Collision,3,2184.22,2024
P505887,C105887,Collision,7,832.89,2022
P505888,C105888,Collision,2,1450.16,2023
P505889,C105889,Comprehensive,7,1524.86,2022
P505890,C105890,Comprehensive,8,1531.94,2023
P505891,C105891,Comprehensive,3,2152.4,2024
P505892,C105892,Collision,1,1586.68,2023
P505893,C105893,Collision,3,1226.32,2024
P505894,C105894,Collision,9,1693.29,2021
P505895,C105895,Collision,7,2020.21,2023
P505896,C105896,Collision,5,1267.04,2023
P505897,C105897,Collision,11,1121.98,2024
P505898,C105898,Liability,6,897.08,2023
P505899,C105899,Comprehensive,6,2478.87,2022
P505900,C105900,Collision,1,1737.41,2022
P505901,C105901,Collision,7,1403.75,2022
P505902,C105902,Collision,9,2777.06,2022
P505903,C105903,Collision,16,1246.1,2023
P505904,C105904,Collision,3,1514.6,2022
P505905,C105905,Collision,5,1619.65,2022
P505906,C105906,Liability,12,918.54,2021
P505907,C105907,Liability,8,1200.34,2023
P505908,C105908,Liability,8,1296.06,2021
P505909,C105909,Collision,2,1371.68,2022
P505910,C105910,Collision,5,1505.91,2021
P505911,C105911,Liability,8,2035.48,2021
P505912,C105912,Liability,3,1290.27,2024
P505913,C105913,Comprehensive,6,1516.3,2021
P505914,C105914,Liability,5,924.8,2022
P505915,C105915,Collision,8,1317.34,2021
P505916,C105916,Collision,7,1431.76,2024
P505917,C105917,Collision,1,2039.75,2024
P505918,C105918,Liability,5,1057.74,2023
P505919,C105919,Comprehensive,14,2670.21,2023
P505920,C105920,Liability,10,1377.94,2024
P505921,C105921,Collision,4,1553.61,2022
P505922,C105922,Collision,9,1241.55,2023
P505923,C105923,Collision,4,2010.12,2021
P505924,C105924,Collision,8,1529.28,2022
P505925,C105925,Comprehensive,3,1775.59,2023
P505926,C105926,Collision,17,2843.93,2022
P505927,C105927,Liability,5,930.23,2021
P505928,C105928,Collision,6,1143.61,2021
P505929,C105929,Collision,11,1023.68,2024
P505930,C105930,Liability,5,1144.86,2024
P505931,C105931,Comprehensive,6,1892.13,2024
P505932,C105932,Liability,6,1002.26,2023
P505933,C105933,Comprehensive,7,1879.08,2021
P505934,C105934,Collision,2,1562.82,2024
P505935,C105935,Collision,7,1321.25,2023
P505936,C105936,Collision,4,1378.78,2021
P505937,C105937,Liability,3,725.08,2021
P505938,C105938,Collision,4,949.51,2021
P505939,C105939,Liability,2,884.5,2024
P505940,C105940,Liability,4,894.02,2023
P505941,C105941,Collision,2,1679.92,2023
P505942,C105942,Liability,1,888.1,2024
P505943,C105943,Collision,9,1090.93,2023
P505944,C105944,Collision,4,1418.04,2022
P505945,C105945,Comprehensive,6,1136.27,2023
P505946,C105946,Comprehensive,8,2355.07,2022
P505947,C105947,Liability,12,1077.19,2021
P505948,C105948,Comprehensive,4,1440.19,2021
P505949,C105949,Liability,5,1425.74,2022
P505950,C105950,Collision,8,1468.18,2021
P505951,C105951,Comprehensive,1,1768.39,2021
P505952,C105952,Liability,4,712.54,2023
P505953,C105953,Comprehensive,5,1895.2,2022
P505954,C105954,Liability,3,894.13,2021
P505955,C105955,Comprehensive,3,2111.74,2023
P505956,C105956,Collision,3,1381.94,2021
P505957,C105957,Liability,25,870.44,2023
P505958,C105958,Liability,5,581.1,2022
P505959,C105959,Collision,3,1303.01,2022
P505960,C105960,Collision,4,1805.69,2021
P505961,C105961,Collision,3,1483.84,2022
P505962,C105962,Collision,5,1491.89,2024
P505963,C105963,Collision,6,1586.93,2022
P505964,C105964,Collision,12,1066.16,2023
P505965,C105965,Liability,2,1088.08,2024
P505966,C105966,Liability,10,1560.03,2024
P505967,C105967,Liability,5,1006.39,2024
P505968,C105968,Comprehensive,9,2614.83,2021
P505969,C105969,Collision,10,1571.76,2023
P505970,C105970,Liability,11,1043.24,2021
P505971,C105971,Comprehensive,2,1978.91,2023
P505972,C105972,Collision,8,1437.64,2022
P505973,C105973,Liability,3,1211.29,2024
P505974,C105974,Collision,3,1670.76,2022
P505975,C105975,Comprehensive,7,1541.12,2024
P505976,C105976,Comprehensive,7,1585.62,2022
P505977,C105977,Collision,8,966.15,2021
P505978,C105978,Comprehensive,4,915.74,2024
P505979,C105979,Collision,6,972.28,2023
P505980,C105980,Comprehensive,7,1459.15,2021
P505981,C105981,Comprehensive,5,2419.72,2021
P505982,C105982,Collision,11,1602.18,2024
P505983,C105983,Collision,1,1810.31,2022
P505984,C105984,Liability,3,903.03,2023
P505985,C105985,Collision,11,1912.74,2021
P505986,C105986,Liability,7,636.29,2021
P505987,C105987,Collision,19,1549.91,2024
P505988,C105988,Comprehensive,8,1863.43,2022
P505989,C105989,Collision,3,1363.96,2024
P505990,C105990,Liability,10,1186.34,2021
P505991,C105991,Liability,11,1229.13,2021
P505992,C105992,Comprehensive,7,1952.93,2022
P505993,C105993,Comprehensive,2,2864.11,2022
P505994,C105994,Comprehensive,6,1903.74,2024
P505995,C105995,Collision,4,1609.36,2021
P505996,C105996,Collision,3,1157.24,2023
P505997,C105997,Collision,6,1943.67,2024
P505998,C105998,Comprehensive,1,2309.25,2022
P505999,C105999,Collision,5,1585.5,2023
P506000,C106000,Collision,3,951.16,2024
P506001,C106001,Collision,2,1437.42,2022
P506002,C106002,Collision,4,1550.74,2024
P506003,C106003,Liability,4,1340.48,2024
P506004,C106004,Collision,10,1794.79,2022
P506005,C106005,Collision,5,1517.39,2021
P506006,C106006,Comprehensive,7,1621.18,2024
P506007,C106007,Collision,12,1093.9,2021
P506008,C106008,Collision,3,1579.62,2021
P506009,C106009,Collision,5,1257.73,2022
P506010,C106010,Comprehensive,8,2053.2,2023
P506011,C106011,Comprehensive,6,1824.92,2024
P506012,C106012,Liability,5,986.1,2023
P506013,C106013,Liability,4,863.11,2024
P506014,C106014,Comprehensive,7,2046.35,2022
P506015,C106015,Collision,3,1030.03,2023
P506016,C106016,Collision,3,1621.81,2022
P506017,C106017,Collision,13,995.71,2024
P506018,C106018,Comprehensive,1,1825.74,2022
P506019,C106019,Comprehensive,3,1601.87,2023
P506020,C106020,Collision,8,1413.6,2022
P506021,C106021,Collision,10,1676.66,2023
P506022,C106022,Comprehensive,2,1638.29,2023
P506023,C106023,Collision,11,1168.35,2022
P506024,C106024,Liability,25,1031.65,2022
P506025,C106025,Comprehensive,12,2072.98,2022
P506026,C106026,Comprehensive,5,2214.38,2022
P506027,C106027,Collision,5,1533.64,2021
P506028,C106028,Comprehensive,6,2054.56,2024
P506029,C106029,Liability,3,898.4,2022
P506030,C106030,Collision,4,1543.74,2022
P506031,C106031,Liability,5,1160.57,2022
P506032,C106032,Comprehensive,9,1416.88,2022
P506033,C106033,Liability,8,1095.97,2024
P506034,C106034,Liability,2,816.61,2023
P506035,C106035,Liability,5,1030.77,2023
P506036,C106036,Collision,2,1672.33,2023
P506037,C106037,Liability,11,725.74,2023
P506038,C106038,Collision,4,1423.13,2021
P506039,C106039,Comprehensive,7,2330.62,2022
P506040,C106040,Liability,5,811.79,2023
P506041,C106041,Comprehensive,8,1248.57,2024
P506042,C106042,Comprehensive,2,1264.49,2021
P506043,C106043,Liability,1,700.47,2022
P506044,C106044,Liability,2,1082.34,2021
P506045,C106045,Collision,2,1033.0,2023
P506046,C106046,Collision,2,1158.01,2021
P506047,C106047,Collision,3,839.1,2022
P506048,C106048,Collision,3,1336.99,2022
P506049,C106049,Collision,1,1625.61,2022
P506050,C106050,Comprehensive,5,2114.71,2023
P506051,C106051,Comprehensive,7,1430.35,2021
P506052,C106052,Collision,2,976.74,2024
P506053,C106053,Liability,6,1126.65,2023
P506054,C106054,Liability,3,875.34,2023
P506055,C106055,Collision,11,1546.0,2022
P506056,C106056,Comprehensive,7,2119.9,2021
P506057,C106057,Comprehensive,12,1906.78,2023
P506058,C106058,Collision,14,925.98,2023
P506059,C106059,Collision,1,1133.19,2022
P506060,C106060,Comprehensive,5,1836.13,2023
P506061,C106061,Collision,11,1372.86,2023
P506062,C106062,Liability,10,703.91,2023
P506063,C106063,Comprehensive,3,1697.12,2022
P506064,C106064,Comprehensive,4,3369.71,2024
P506065,C106065,Liability,5,787.29,2023
P506066,C106066,Collision,12,1495.71,2022
P506067,C106067,Comprehensive,10,1965.91,2022
P506068,C106068,Liability,13,2085.06,2023
P506069,C106069,Liability,11,1247.12,2021
P506070,C106070,Liability,5,1398.67,2021
P506071,C106071,Collision,17,1938.05,2023
P506072,C106072,Liability,2,1088.52,2022
P506073,C106073,Liability,5,1706.81,2024
P506074,C106074,Liability,5,789.09,2021
P506075,C106075,Comprehensive,10,2468.59,2023
P506076,C106076,Comprehensive,4,2361.88,2023
P506077,C106077,Comprehensive,15,1516.92,2024
P506078,C106078,Liability,8,651.37,2024
P506079,C106079,Comprehensive,4,2003.71,2024
P506080,C106080,Comprehensive,2,3262.47,2021
P506081,C106081,Liability,1,737.06,2022
P506082,C106082,Comprehensive,1,1873.23,2024
P506083,C106083,Collision,5,1187.77,2024
P506084,C106084,Liability,21,916.5,2024
P506085,C106085,Collision,8,2187.41,2023
P506086,C106086,Collision,9,1799.61,2024
P506087,C106087,Comprehensive,3,1121.18,2022
P506088,C106088,Collision,3,1658.49,2022
P506089,C106089,Comprehensive,1,2190.29,2024
P506090,C106090,Comprehensive,11,2246.72,2022
P506091,C106091,Liability,1,1110.01,2024
P506092,C106092,Collision,6,1236.14,2022
P506093,C106093,Collision,5,1010.04,2023
P506094,C106094,Liability,5,1139.48,2023
P506095,C106095,Collision,12,1420.0,2023
P506096,C106096,Comprehensive,6,2684.37,2024
P506097,C106097,Collision,3,1508.06,2023
P506098,C106098,Collision,10,1161.35,2024
P506099,C106099,Liability,10,1049.4,2022
P506100,C106100,Collision,3,2247.0,2021
P506101,C106101,Comprehensive,3,902.06,2024
P506102,C106102,Comprehensive,4,1674.68,2024
P506103,C106103,Comprehensive,3,1972.3,2022
P506104,C106104,Liability,8,1269.38,2024
P506105,C106105,Comprehensive,4,1758.39,2023
P506106,C106106,Comprehensive,6,2137.33,2022
P506107,C106107,Liability,21,1638.72,2021
P506108,C106108,Comprehensive,5,1437.53,2024
P506109,C106109,Collision,4,1381.69,2024
P506110,C106110,Collision,13,1545.94,2021
P506111,C106111,Liability,22,1413.37,2021
P506112,C106112,Comprehensive,13,1907.75,2022
P506113,C106113,Liability,5,1146.36,2024
P506114,C106114,Comprehensive,9,906.9,2024
P506115,C106115,Liability,15,1260.04,2022
P506116,C106116,Liability,3,1357.23,2024
P506117,C106117,Liability,6,1077.45,2022
P506118,C106118,Collision,3,1428.61,2023
P506119,C106119,Collision,2,2085.41,2023
P506120,C106120,Collision,8,2180.18,2021
P506121,C106121,Collision,5,1505.82,2021
P506122,C106122,Comprehensive,2,1164.49,2021
P506123,C106123,Collision,2,1195.79,2024
P506124,C106124,Collision,10,1529.07,2022
P506125,C106125,Collision,8,1153.02,2022
P506126,C106126,Comprehensive,9,1607.37,2022
P506127,C106127,Liability,3,992.06,2024
P506128,C106128,Liability,12,1305.24,2021
P506129,C106129,Collision,11,1646.67,2024
P506130,C106130,Collision,13,1576.55,2023
P506131,C106131,Liability,2,921.4,2023
P506132,C106132,Comprehensive,7,1985.7,2022
P506133,C106133,Liability,7,1384.11,2021
P506134,C106134,Collision,3,1583.67,2024
P506135,C106135,Liability,5,705.09,2023
P506136,C106136,Comprehensive,7,1947.96,2021
P506137,C106137,Collision,12,1622.31,2023
P506138,C106138,Liability,6,1782.6,2022
P506139,C106139,Liability,8,1516.76,2022
P506140,C106140,Collision,1,1069.59,2021
P506141,C106141,Collision,4,2060.93,2023
P506142,C106142,Liability,4,1622.35,2023
P506143,C106143,Collision,11,1045.46,2024
P506144,C106144,Collision,2,1705.0,2021
P506145,C106145,Collision,12,1901.19,2024
P506146,C106146,Liability,2,1032.56,2023
P506147,C106147,Collision,3,1419.97,2021
P506148,C106148,Comprehensive,7,2006.57,2024
P506149,C106149,Collision,5,1419.5,2022
P506150,C106150,Comprehensive,4,2249.52,2021
P506151,C106151,Liability,4,1336.51,2021
P506152,C106152,Liability,7,1080.9,2024
P506153,C106153,Comprehensive,7,2144.93,2023
P506154,C106154,Collision,4,1524.1,2024
P506155,C106155,Collision,4,1338.25,2024
P506156,C106156,Collision,5,1466.07,2023
P506157,C106157,Comprehensive,6,2057.19,2021
P506158,C106158,Comprehensive,1,2371.2,2022
P506159,C106159,Liability,3,644.58,2022
P506160,C106160,Liability,3,798.3,2021
P506161,C106161,Comprehensive,5,1681.94,2023
P506162,C106162,Liability,7,813.8,2022
P506163,C106163,Collision,3,1661.02,2024
P506164,C106164,Liability,5,839.67,2021
P506165,C106165,Collision,1,1437.69,2021
P506166,C106166,Collision,13,1731.6,2023
P506167,C106167,Liability,2,736.4,2021
P506168,C106168,Liability,17,1222.58,2023
P506169,C106169,Collision,6,1779.29,2024
